"sentenceA"	"sentenceB"	"label"
"Das nationale Sparen stellt Ressourcen dar, die für Investitionen zur Verfügung stehen, um alte Fabriken und Geräte zu ersetzen und mehr und bessere Investitionsgüter zu kaufen."	"Alte Fabriken und Geräte wurden nie ersetzt, selbst wenn nationale Einsparungen erzielt wurden."	"contradiction"
"Andere beschweren sich, dass die Superstars über dem Hügel sind und mittelmäßige Arbeit leisten."	"Niemand beschwert sich über die Superstars."	"contradiction"
"Die Zusammenarbeit mit strengen Methodologen ist wichtig, aber diese Zusammenarbeit muss sich auf das konzentrieren, was speziell in der ED-Umgebung erreicht werden kann."	"Die Arbeit mit strengen Methodologen ist wichtig."	"entailment"
"Sie wissen, dass ihre demografischen Studien, die sie durchführen, zeigen, dass der IQ aller dramatisch gesunken ist oder so"	"Die Studien zeigten, dass ihr IQ ziemlich stark anstieg."	"contradiction"
"Ohne die Unterstützung von Bundesfinanzorganisationen können Programmmanager möglicherweise die Kosten oder Vorteile von Regierungsaktivitäten nicht bestimmen oder verteidigen."	"Bundesfinanzorganisationen sind die beste Informationsquelle für Programmmanager."	"neutral"
"Die Gewerkschaft hat ungefähr 4000 Mitglieder in Kanada."	"Es gibt 100 Mitglieder in der Gewerkschaft, die in Kanada leben."	"contradiction"
"aber dann haben wir angefangen es anzuschauen und und wie die neuen sind sie ziemlich cool, weil sie wie äh wie besonders wie besonders Dinge, die gerne mit deinem Verstand ficken"	"Die neuen haben Dinge, die mit deinem Verstand ficken können."	"entailment"
"Im Jahr 2000 lag das BSP unter dem BIP, da die Einnahmen aus dem Rest der Welt geringer waren als die Zahlungen der USA an den Rest der Welt."	"Die USA zahlten mehr an den Rest der Welt als der Rest der Welt an Einkommen."	"entailment"
"Haben Sie Tipps, die Sie uns geben können, bevor wir aufräumen? &quot;"	"Was sollten wir wissen?"	"entailment"
"und sie nehmen uns immer mehr Geld ab, ja Leute und bekommen und sie haben keinen Anreiz zu arbeiten, wenn wir nur fünfzig Prozent davon nehmen"	"Die Menschen haben einen großen Anreiz zur Arbeit, weil sie jeden verdienten Cent mit nach Hause nehmen."	"contradiction"
"Sie hingen zu stark vom zweiten großen Prinzip der Ansteckung ab, und das schien mit einer Art Assoziation durch die Zeichen und Häuser und die Bahnen der Planeten verbunden zu sein."	"Die Zeichen, Häuser und Bahnen der Planeten haben einen großen Einfluss auf das tägliche Leben."	"neutral"
"Ich denke, die Finanzplaner haben die Ausbildung, die wir jetzt seit ungefähr vier Jahren hier haben, unsere Geschäfte und und und unser Leben in Einklang gebracht, wie man Kreditkarten verwaltet, wie man sie weglegt, um Geldmärkte und solche Dinge zu kennen"	"Die Finanzplaner unterstützen Personen nicht bei Problemen im Zusammenhang mit Kreditkarten."	"contradiction"
"Richardsons Bedürfnis, Picasso zu einem ernsthaften Künstler und einem ehrenwerten Mann zu machen (anstelle des inspirierten poetischen Schlingels, der er tatsächlich war), verformt vor allem seinen Bericht über Picassos Beziehungen zu Frauen, schreibt er."	"Picasso war ein Gentleman und kein inspirierter poetischer Schlingel."	"contradiction"
"»Äh, hallo Leute«, sagte Daniel sanftmütig."	"Daniel begrüßte alle, obwohl er schüchtern war."	"neutral"
"Oh, ich habe mit jemandem über San Antonio gesprochen"	"Ich habe mit jemandem über Dallas gesprochen."	"contradiction"
"Ein nebliger Morgen lässt die Szene noch mehr an die Vergangenheit erinnern."	"Ein nebliger Morgen in Paris erinnert an alte, eindrucksvolle Bilder vergangener Zeiten."	"neutral"
"Aufgrund dieser Rationalisierung der Zustellkosten in den USA sind die Postdichten der am dünnsten besiedelten Gebiete höher als die der am dünnsten besiedelten Gebiete Frankreichs."	"Die Postdichte bezieht sich auf die Menge der in einem bestimmten Gebiet zugestellten Junk-Mail."	"contradiction"
"Die Rennen finden zwischen April und Dezember im Veliefendi Hippodrome in der Nähe von Bakerky, 15 km westlich von Istanbul, statt."	"Es gibt Rennen von April bis Dezember im Veliefendi Hippodrome."	"entailment"
"Die Produktion von wasserfreiem Ammoniak in den USA betrug im Jahr 2000 ungefähr 17.400.000 Tonnen (äquivalent wasserfrei) mit einem scheinbaren Verbrauch von 22.000.000 Tonnen und ungefähr 4.600.000 Tonnen, die durch Nettoimporte gedeckt wurden, wie in einer Ausgabe der USA von 2001 gezeigt"	"Die USA produzieren nicht jedes Jahr wasserfreies Ammoniak."	"contradiction"
"Oh ja, sie machen das, ich meine in Nordtexas. Sie machen das ziemlich oft, wo man weiß, ob man zu diesem bestimmten Film oder Konzert oder zu einer reduzierten Sache gehen möchte. Das große Ding hier unten sind Rodeos, wenn man es tut"	"Ich versuche, reduzierte Preise zu bekommen, wenn ich kann."	"neutral"
"In den letzten acht Jahren erwarb die Schule im Stadtteil Allston in Boston Immobilien im Wert von über 88 Millionen US-Dollar, ohne potenziellen Verkäufern ihre Identität preiszugeben."	"In den letzten acht Jahren erwarb die Schule mehr als 88 Millionen Immobilien im Stadtteil Allston in Boston und blieb selbst für ihre eigenen Schüler völlig anonym."	"neutral"
"Ähm, aber dann gibt es so viele Leute, dass man so viele verschiedene Meinungen hat, wie gut, dass man nicht gut sein sollte. Ich sollte das nicht tun müssen oder ich sollte das nicht tun müssen und all diese anderen Dinge, die ich nicht tun muss mitmachen wollen und"	"Die Meinungen variieren tendenziell."	"entailment"
"ähm, also denkst du, eines Tages wirst du wieder Ingenieur werden, ist das, was du denkst"	"Eines Tages wirst du wieder studieren."	"neutral"
"Direkt am Wasser; bietet eine formellere Atmosphäre und einen großartigen Ort, um einen Sonnenuntergang einzufangen."	"Es hat einen schrecklichen Blick auf den Sonnenuntergang."	"contradiction"
"Um sicherzugehen, dass es sich bei allen Handarbeiten um Originalartikel handelt (im Gegensatz zu minderwertigen Importen oder maschinell hergestellten Teilen), suchen Sie nach einem Bleisiegel mit einem M, dem Emblem von IBTAM, das bedeutet, dass es vom Instituto de Bordado, Tapecaras e., Zertifiziert wurde Arte? Sanato da Madeira (Institut für Stickereien, Wandteppiche und Kunsthandwerk Madeiras), eine offizielle Inselorganisation mit einem Ausstellungsraum / Museum in der Rua Visconde de Anadia, 44."	"Es gibt ein Siegel, um Authentizität zu zeigen."	"entailment"
"Mein Vertrauen in ihn, das einst eher nachgelassen hatte, wurde jedoch vollständig wiederhergestellt, da sein Glaube an Alfred Inglethorps Unschuld so triumphierend bestätigt worden war."	"Ich hatte das Gefühl, dass der wahre Mörder jetzt leichter zu bestimmen sein sollte."	"neutral"
"(Kohlers Wörterbuch für Buchhalter) VERTRAGSBEHÖRDE - Die Vertragsbehörde ist eine Teilmenge der Haushaltsbehörde."	"Die Vertragsbehörde muss von der Finanzbehörde erteilt werden."	"neutral"
"Nachdem sich die Kompanie versammelt hatte, erhob sich Poirot mit der Miene eines beliebten Dozenten von seinem Platz und verbeugte sich höflich vor seinem Publikum."	"Poirot erhob sich von seinem Platz, verbeugte sich und wandte sich an das Publikum."	"neutral"
"Es wird ein Vergnügen sein, Jane anzuziehen."	"Jane anzuziehen wird Spaß machen."	"entailment"
"Engakuji ist Kamakuras größter Tempelkomplex. 17 der ursprünglich 46 Gebäude sind erhalten, die oft von Feuer und Erdbeben heimgesucht wurden."	"Keines der ursprünglichen Gebäude in Engakuji ist noch erhalten."	"contradiction"
"Bei der Anwendung dieser Anforderung können die folgenden Faktoren die Beurteilung der Kontrolle durch die Prüfer beeinflussen"	"Der Einfluss der folgenden Faktoren ist möglich."	"entailment"
"leben sie in der Nähe"	"Ist ihr Haus hier in der Nähe?"	"entailment"
"Die Geschichte trotzt den Gesetzen."	"Gesetze sind schwach, wenn es um Vergangenheit und Zukunft geht."	"neutral"
"Jetzt wehren sich Konservative."	"Konservative kämpfen jetzt."	"entailment"
"das kompromisslose Vel? ¡zquez-Porträt der hässlichen Königin Marianna von Österreich; El Grecos mächtig mystischer Christus auf dem grausam gut gelaunten The Club Foot der Crose Ribera."	"El Greco war ein äußerst berühmter spanischer Maler, dessen Werk oft religiös war."	"neutral"
"Es gibt gute Straßenverbindungen zwischen Sant Antoni und CaleT? Rida und CaleBadella, so dass beide Buchten jetzt entwickelt wurden."	"Mit den guten Straßenverbindungen wurden beide Buchten entwickelt."	"entailment"
"und wenn Sie ja, wenn Sie wollen, dass Sie zumindest wissen, dass Sie keine Überraschungen haben, können Sie jede Art von Service bestellen, den Sie möchten, aber Sie haben eine gute Chance, dass Sie wissen, dass Sie zumindest einen Teil der Rechnung abholen müssen du selber"	"Möglicherweise müssen Sie die Rechnung bezahlen, wenn Sie einen gewünschten Service bestellen."	"entailment"
"Die einzelnen Kunsthandwerksläden sind nicht mehr hier, aber Sie können eine Seidenweberei, eine Keramikfabrik und das Foshan Folk Art Studio besuchen, in dem Sie Arbeiter beobachten können, die chinesische Laternen herstellen, Skulpturen schnitzen, Schriftrollen malen und komplizierte Designs schneiden in Papierform."	"Arbeiter schnitzen mit großer Begeisterung Skulpturen und malen Schriftrollen."	"neutral"
"Wirklich, Sir Ernest, protestierte der Richter, &quot;diese Fragen sind nicht relevant.&quot; Sir Ernest verneigte sich und nachdem er seinen Pfeil geschossen hatte, ging er weiter."	"Sir Ernest neigte leicht den Kopf und fuhr fort."	"entailment"
"Das Haus ist überraschend klein und einfach, mit einem Schlafzimmer, einer winzigen Küche und ein paar Sozialräumen."	"Das Haus ist sehr groß und verfügt über mehr als zehn Schlafzimmer, eine große Küche und einen großen olympischen Pool."	"contradiction"
"Fiktion hat ihren Ruhm, aber Verschleierung ist nur schmutzig."	"Dinge zu verstecken ist einfach schmutzig, während Fiktion Ruhm hat"	"entailment"
"ähm, aber ich denke, mit der Zeit werden Sie sehen, dass die Leute mit hohem Risiko eine Prämie zahlen, aber sie müssen einen Weg finden, dies zu beweisen"	"Es würde einige Zeit dauern, bis Menschen mit hohem Risiko eine Prämie zahlen."	"neutral"
"Gibt es Kinder, die unterhalten werden müssen?"	"Keine Kinder wollen jemals unterhalten werden."	"contradiction"
"Hoffentlich wird die Wall Street freiwillige Schritte unternehmen, um diese Probleme anzugehen, bevor sie zum Handeln gezwungen wird."	"Die Wall Street steht vor Problemen, die angegangen werden müssen."	"entailment"
"Okay, Profi-Fußball, ich mag zwei Teams, eines der New York Giants und das zweite sind die Raiders"	"Die New York Giants und Raiders sind meine Lieblingsmannschaften im Fußball."	"entailment"
"Er hatte aufgehört sich zu wundern und akzeptierte jetzt; Er wollte bei der ersten Gelegenheit von hier weg und war sich irgendwie sicher, dass er es konnte."	"Die Arztpraxis war ein schrecklicher Ort und er wollte raus."	"neutral"
"Ja, es ist seltsam, weil es nicht seltsam ist, weil ich immer genauso bin und bis heute weißt du, dass mich Gemüse wirklich abschreckt, aber wenn du so viele Informationen liest, die besagen, dass dies ein gesünderer Weg für dich ist weiß und das ist es, was dein Körper will das ist es, was dein Körper wirklich braucht und wenn du darüber nachdenkst, was der wahre Grund für dein Essen ist, weiß ich, dass ich weiß, dass es für den Geschmack ist, weil ich ein Junge bin, der eine Geschmacksperson ist, aber"	"Ich bin eine Geschmacksperson und alles Gemüse schmeckt im Gegensatz zu anderen Arten von Lebensmitteln sehr gut"	"contradiction"
"an öffentlichen Orten gibt es übrigens einen Staat, der das tut"	"an öffentlichen Orten gibt es absolut keinen Ort, der das tut"	"contradiction"
"Früher waren die Showrooms in Las Vegas mit Top-Unterhaltungs-Headlinern, Comedians, Produktionsshows und tanzenden Mädchen gefüllt, die zu einem sehr niedrigen Preis genossen werden konnten."	"Aufgrund der Inflation und des Produktionswerts kosten Shows in Las Vegas jetzt mehr."	"neutral"
"uh bleib bei diesen Dingen und sie können einfach alles, was sie tun müssen. Ich meine, das würde nicht viel Geld kosten und äh"	"Es würde sie nicht viel Geld kosten, nur an diesen Dingen festzuhalten."	"entailment"
"Wir haben Ausflüge gemacht, die wir in Bächen gebadet haben"	"Wir haben nicht nur in Bächen gebadet, sondern auch Spas und Saunen besucht."	"neutral"
"Auf dem Festland folgte 1580 eine Invasion von noch größerer Bedeutung, als Philipp II. Von Spanien sich selbst zum König von Portugal erklärte und seine Armeen über die Grenze marschierte."	"Philipp II. Von Spanien fiel in Portugal ein."	"entailment"
"Dies beinhaltet einen Morgen oder Nachmittag mit Theorie und Flachwasserarbeit, sodass Sie die grundlegenden Techniken ausprobieren können, bevor Sie einen vollständigen Open-Water-Kurs absolvieren."	"Sie werden keine Chance bekommen, grundlegende Techniken mit Theorie oder irgendetwas auszuprobieren."	"contradiction"
"Zu den im Rahmen der Phase I des Plans abgeschlossenen Initiativen gehören die"	"Es gibt keine Phase 1 des Plans, da alles in einem Schritt durchgeführt wird."	"contradiction"
"Ja gut, mir geht es gut. Ich bin definitiv dafür"	"Ich bin mit Sicherheit damit einverstanden."	"entailment"
"Ja, ja, ich bin froh zu sehen, dass Sie sich gut um mich gekümmert haben. Ich denke, was alles verändert hat, und Sie waren die einzigen, die in den letzten zwei Jahren hier Geld für TI verdient haben"	"In den letzten Jahren hat niemand Geld für TI verdient."	"contradiction"
"Aber was er mit dem meint, was er zeigt, ist jedermanns Vermutung."	"Seine Präsentation war äußerst klar."	"contradiction"
"Sie wissen und vor Gericht gestellt"	"Freigegeben und keine Testversion."	"contradiction"
"Ich habe es auf den Kopf gestellt."	"Ich drehte es um."	"entailment"
"Folgen Sie dieser Straße, um die hübsche Küstenstadt Molyvos (auch bekannt unter dem alten Namen Mithymna) zu erreichen, ein beliebter Ort für Touristen."	"Molyvos ist eine heruntergekommene Stadt im Zentrum der Region, die bei Touristen überhaupt nicht beliebt ist."	"contradiction"
"Für einen Screening-Test ist eine hohe Empfindlichkeit der wünschenswerteste Parameter."	"Sie wollten eine geringe Empfindlichkeit haben."	"contradiction"
"Welche Beteiligung hatten andere wichtige Akteure im Zusammenhang mit diesen Verantwortlichkeitsfehlern?"	"Niemand war besorgt über die Fehler."	"contradiction"
"Im violetten Schatten des Morgens sah Ca&#39;daan Adrin beim Schwerttraining auf den Dünen stehen."	"Adrin war in der Nacht verloren, als ein Schwertkämpfer ihm nachjagte, den viele als &quot;Ca&#39;daan&quot; kannten."	"contradiction"
"Ich wette, sogar meine Katzen könnten das tun"	"Meine Katzen könnten das wahrscheinlich tun, weil sie brillant sind."	"neutral"
"Südöstlich von Saint-Jean-de-Luz liegt Ascain mit einem Dorfplatz, der von bezaubernden Häusern aus dem 17. Jahrhundert und einer typischen Holzgalerie umgeben ist."	"Die Kirche wurde im 20. Jahrhundert erbaut."	"contradiction"
"Er sagte deutlich, Sie sollten den Himmel reparieren."	"Er murmelte nur etwas über das Aufteilen des Himmels."	"contradiction"
"Lorenzo der Prächtige und Bruder Giuliano liegen in einfachen Gräbern unter der Madonna und dem Kind des Bildhauers, flankiert von Statuen kleinerer Künstler der Familienpatronheiligen Cosmas und Damian."	"Lorenzo und Giuliano waren miteinander verwandt."	"entailment"
"Sie haben mich wochenlang ständig beobachtet."	"Sie ließen mich wochenlang allein."	"contradiction"
"Das Unternehmen beschäftigt rund 100 Mitarbeiter, darunter Anwälte und Support-Mitarbeiter, in 10 Niederlassungen."	"Die 10 Niederlassungen beschäftigten knapp 100 Mitarbeiter."	"entailment"
